index,City,AccentCity,Population,Latitude,Longitude,CountryLong,Latitude(average),Longitude(average)
324,khristoforovo,Khristoforovo,817.0,60.898931000000005,47.253413,russia,60.0,100.0
325,gurskoye,Gurskoye,822.0,50.316667,138.116667,russian federation,60.0,100.0
326,gurskoye,Gurskoye,822.0,50.316667,138.116667,russia,60.0,100.0
327,maloye kozino,Maloye Kozino,823.0,56.43829,43.674585,russian federation,60.0,100.0
328,maloye kozino,Maloye Kozino,823.0,56.43829,43.674585,russia,60.0,100.0
329,zlatoustovsk,Zlatoustovsk,823.0,52.963889,133.596667,russian federation,60.0,100.0
330,zlatoustovsk,Zlatoustovsk,823.0,52.963889,133.596667,russia,60.0,100.0
331,karaul,Karaul,824.0,70.076667,83.191389,russian federation,60.0,100.0
332,karaul,Karaul,824.0,70.076667,83.191389,russia,60.0,100.0
333,visimo-utkinsk,Visimo-Utkinsk,843.0,57.6843,59.3585,russian federation,60.0,100.0
334,visimo-utkinsk,Visimo-Utkinsk,843.0,57.6843,59.3585,russia,60.0,100.0
335,katangli,Katangli,850.0,51.7,143.23333300000002,russian federation,60.0,100.0
336,katangli,Katangli,850.0,51.7,143.23333300000002,russia,60.0,100.0
337,ilinskiy,Ilinskiy,851.0,47.997778,142.20916699999998,russian federation,60.0,100.0
338,ilinskiy,Ilinskiy,851.0,47.997778,142.20916699999998,russia,60.0,100.0
339,debin,Debin,854.0,62.35,150.76666699999998,russian federation,60.0,100.0
340,debin,Debin,854.0,62.35,150.76666699999998,russia,60.0,100.0
341,spornoye,Spornoye,854.0,62.333333,151.05,russian federation,60.0,100.0
342,spornoye,Spornoye,854.0,62.333333,151.05,russia,60.0,100.0
343,krasnyy mayak,Krasnyy Mayak,856.0,56.048906,41.368455,russian federation,60.0,100.0
344,krasnyy mayak,Krasnyy Mayak,856.0,56.048906,41.368455,russia,60.0,100.0
345,primore,Primore,859.0,54.941913,20.03745,russian federation,60.0,100.0
346,primore,Primore,859.0,54.941913,20.03745,russia,60.0,100.0
347,ayat,Ayat,861.0,57.0336,60.2334,russian federation,60.0,100.0
348,ayat,Ayat,861.0,57.0336,60.2334,russia,60.0,100.0
349,kytlym,Kytlym,872.0,59.500494,59.201595,russian federation,60.0,100.0
350,kytlym,Kytlym,872.0,59.500494,59.201595,russia,60.0,100.0
351,goryachegorsk,Goryachegorsk,873.0,55.401667,88.91555600000001,russian federation,60.0,100.0
352,goryachegorsk,Goryachegorsk,873.0,55.401667,88.91555600000001,russia,60.0,100.0
353,rudnichnyy,Rudnichnyy,875.0,59.00081899999999,57.648561,russian federation,60.0,100.0
354,rudnichnyy,Rudnichnyy,875.0,59.00081899999999,57.648561,russia,60.0,100.0
355,sarapulka,Sarapulka,878.0,56.8678,61.0552,russian federation,60.0,100.0
356,sarapulka,Sarapulka,878.0,56.8678,61.0552,russia,60.0,100.0
357,sinegorskiy,Sinegorskiy,880.0,57.8941,59.5179,russian federation,60.0,100.0
358,sinegorskiy,Sinegorskiy,880.0,57.8941,59.5179,russia,60.0,100.0
359,vitimskiy,Vitimskiy,885.0,58.218333,113.27,russian federation,60.0,100.0
360,vitimskiy,Vitimskiy,885.0,58.218333,113.27,russia,60.0,100.0
361,stoyba,Stoyba,895.0,52.8,131.7,russian federation,60.0,100.0
362,stoyba,Stoyba,895.0,52.8,131.7,russia,60.0,100.0
363,zyryanovskiy,Zyryanovskiy,896.0,57.733333,61.7,russian federation,60.0,100.0
364,zyryanovskiy,Zyryanovskiy,896.0,57.733333,61.7,russia,60.0,100.0
365,tumannyy,Tumannyy,896.0,68.884722,35.694444,russian federation,60.0,100.0
366,tumannyy,Tumannyy,896.0,68.884722,35.694444,russia,60.0,100.0
367,khani,Khani,903.0,57.033333,120.966667,russian federation,60.0,100.0
368,khani,Khani,903.0,57.033333,120.966667,russia,60.0,100.0
369,mugreyevskiy,Mugreyevskiy,917.0,56.60099399999999,42.349586,russian federation,60.0,100.0
370,mugreyevskiy,Mugreyevskiy,917.0,56.60099399999999,42.349586,russia,60.0,100.0
371,solovetskiy,Solovetskiy,919.0,65.027045,35.706812,russian federation,60.0,100.0
372,solovetskiy,Solovetskiy,919.0,65.027045,35.706812,russia,60.0,100.0
373,novomikhaylovskiy,Novomikhaylovskiy,930.0,53.9,54.13333299999999,russian federation,60.0,100.0
374,novomikhaylovskiy,Novomikhaylovskiy,930.0,53.9,54.13333299999999,russia,60.0,100.0
375,berikulskiy,Berikulskiy,932.0,55.532778,88.141111,russian federation,60.0,100.0
376,berikulskiy,Berikulskiy,932.0,55.532778,88.141111,russia,60.0,100.0
377,vostochnyy,Vostochnyy,936.0,48.283333,142.616667,russian federation,60.0,100.0
378,vostochnyy,Vostochnyy,936.0,48.283333,142.616667,russia,60.0,100.0
379,mudyuga,Mudyuga,938.0,63.783161,39.237572,russian federation,60.0,100.0
380,mudyuga,Mudyuga,938.0,63.783161,39.237572,russia,60.0,100.0
381,rybachiy,Rybachiy,973.0,55.154559,20.851537,russian federation,60.0,100.0
382,rybachiy,Rybachiy,973.0,55.154559,20.851537,russia,60.0,100.0
383,bursol,Bursol,978.0,53.1682,78.4434,russian federation,60.0,100.0
384,bursol,Bursol,978.0,53.1682,78.4434,russia,60.0,100.0
385,davenda,Davenda,978.0,53.5506,119.3214,russian federation,60.0,100.0
386,davenda,Davenda,978.0,53.5506,119.3214,russia,60.0,100.0
387,zasheyek,Zasheyek,983.0,67.419523,32.536584999999995,russian federation,60.0,100.0
388,zasheyek,Zasheyek,983.0,67.419523,32.536584999999995,russia,60.0,100.0
389,vorontsovka,Vorontsovka,983.0,59.657958,60.237883,russian federation,60.0,100.0
390,vorontsovka,Vorontsovka,983.0,59.657958,60.237883,russia,60.0,100.0
391,tupik,Tupik,996.0,54.4253,119.9327,russian federation,60.0,100.0
392,tupik,Tupik,996.0,54.4253,119.9327,russia,60.0,100.0
393,kholuy,Kholuy,996.0,56.577317,41.867299,russian federation,60.0,100.0
394,kholuy,Kholuy,996.0,56.577317,41.867299,russia,60.0,100.0
395,biser,Biser,1006.0,58.413611,58.880278,russian federation,60.0,100.0
396,biser,Biser,1006.0,58.413611,58.880278,russia,60.0,100.0
397,synya,Synya,1011.0,65.371849,58.038736,russian federation,60.0,100.0
398,synya,Synya,1011.0,65.371849,58.038736,russia,60.0,100.0
399,sheltozero,Sheltozero,1012.0,61.36666700000001,35.366667,russian federation,60.0,100.0
400,sheltozero,Sheltozero,1012.0,61.36666700000001,35.366667,russia,60.0,100.0
401,krasnyy bogatyr,Krasnyy Bogatyr,1019.0,56.014528000000006,41.129576,russian federation,60.0,100.0
402,krasnyy bogatyr,Krasnyy Bogatyr,1019.0,56.014528000000006,41.129576,russia,60.0,100.0
403,tankhoy,Tankhoy,1028.0,51.552778,105.130556,russian federation,60.0,100.0
404,tankhoy,Tankhoy,1028.0,51.552778,105.130556,russia,60.0,100.0
405,komarovo,Komarovo,1039.0,60.184083,29.817523,russian federation,60.0,100.0
406,komarovo,Komarovo,1039.0,60.184083,29.817523,russia,60.0,100.0
407,svirstroy,Svirstroy,1039.0,60.80100699999999,33.72378,russian federation,60.0,100.0
408,svirstroy,Svirstroy,1039.0,60.80100699999999,33.72378,russia,60.0,100.0
409,kholtoson,Kholtoson,1040.0,50.2981,103.3097,russian federation,60.0,100.0
410,kholtoson,Kholtoson,1040.0,50.2981,103.3097,russia,60.0,100.0
411,kazachka,Kazachka,1042.0,53.3644,38.0694,russian federation,60.0,100.0
412,kazachka,Kazachka,1042.0,53.3644,38.0694,russia,60.0,100.0
413,gastello,Gastello,1042.0,49.116667,142.966667,russian federation,60.0,100.0
414,gastello,Gastello,1042.0,49.116667,142.966667,russia,60.0,100.0
415,talaya,Talaya,1054.0,61.11666700000001,152.383333,russian federation,60.0,100.0
416,talaya,Talaya,1054.0,61.11666700000001,152.383333,russia,60.0,100.0
417,zykovo,Zykovo,1059.0,54.068526,45.086329,russian federation,60.0,100.0
418,zykovo,Zykovo,1059.0,54.068526,45.086329,russia,60.0,100.0
419,galitsy,Galitsy,1060.0,56.177589000000005,42.84588,russian federation,60.0,100.0
420,galitsy,Galitsy,1060.0,56.177589000000005,42.84588,russia,60.0,100.0
421,vysha,Vysha,1061.0,53.847675,42.377658,russian federation,60.0,100.0
422,vysha,Vysha,1061.0,53.847675,42.377658,russia,60.0,100.0
423,lesogorsk,Lesogorsk,1061.0,55.09790400000001,43.935525,russian federation,60.0,100.0
424,lesogorsk,Lesogorsk,1061.0,55.09790400000001,43.935525,russia,60.0,100.0
425,chistoye,Chistoye,1065.0,56.537527,43.004452,russian federation,60.0,100.0
426,chistoye,Chistoye,1065.0,56.537527,43.004452,russia,60.0,100.0
427,imeni telmana,Imeni Telmana,1075.0,48.547222,134.971111,russian federation,60.0,100.0
428,imeni telmana,Imeni Telmana,1075.0,48.547222,134.971111,russia,60.0,100.0
429,shestakovo,Shestakovo,1084.0,56.483333,104.066667,russian federation,60.0,100.0
430,shestakovo,Shestakovo,1084.0,56.483333,104.066667,russia,60.0,100.0
431,pervomayskiy,Pervomayskiy,1086.0,56.614737,43.358254,russian federation,60.0,100.0
432,pervomayskiy,Pervomayskiy,1086.0,56.614737,43.358254,russia,60.0,100.0
433,krasnaya gorka,Krasnaya Gorka,1088.0,55.386663,46.10925,russian federation,60.0,100.0
434,krasnaya gorka,Krasnaya Gorka,1088.0,55.386663,46.10925,russia,60.0,100.0
435,cheremushskiy,Cheremushskiy,1093.0,61.273056,47.263611,russian federation,60.0,100.0
436,cheremushskiy,Cheremushskiy,1093.0,61.273056,47.263611,russia,60.0,100.0
437,shaygino,Shaygino,1095.0,57.76751,46.861811,russian federation,60.0,100.0
438,shaygino,Shaygino,1095.0,57.76751,46.861811,russia,60.0,100.0
439,bogatyr,Bogatyr,1098.0,53.4298,49.9455,russian federation,60.0,100.0
440,bogatyr,Bogatyr,1098.0,53.4298,49.9455,russia,60.0,100.0
441,verkhniy fiagdon,Verkhniy Fiagdon,1102.0,42.833232,44.306569,russian federation,60.0,100.0
442,verkhniy fiagdon,Verkhniy Fiagdon,1102.0,42.833232,44.306569,russia,60.0,100.0
443,chekalin,Chekalin,1105.0,54.052774,36.29139,russian federation,60.0,100.0
444,chekalin,Chekalin,1105.0,54.052774,36.29139,russia,60.0,100.0
445,shkotovo-26,Shkotovo-26,1106.0,42.861944,132.417222,russian federation,60.0,100.0
446,shkotovo-26,Shkotovo-26,1106.0,42.861944,132.417222,russia,60.0,100.0
447,svetlaya,Svetlaya,1109.0,46.538889000000005,138.329722,russian federation,60.0,100.0
448,svetlaya,Svetlaya,1109.0,46.538889000000005,138.329722,russia,60.0,100.0
449,promyshlennyy,Promyshlennyy,1112.0,67.583333,63.916667,russian federation,60.0,100.0
450,promyshlennyy,Promyshlennyy,1112.0,67.583333,63.916667,russia,60.0,100.0
451,dikson,Dikson,1113.0,73.50694399999999,80.546389,russian federation,60.0,100.0
452,dikson,Dikson,1113.0,73.50694399999999,80.546389,russia,60.0,100.0
453,verkhnyaya sysert,Verkhnyaya Sysert,1115.0,56.44011999999999,60.755635,russian federation,60.0,100.0
454,verkhnyaya sysert,Verkhnyaya Sysert,1115.0,56.44011999999999,60.755635,russia,60.0,100.0
455,khuzhir,Khuzhir,1118.0,53.193889,107.339722,russian federation,60.0,100.0
456,khuzhir,Khuzhir,1118.0,53.193889,107.339722,russia,60.0,100.0
457,shonguy,Shonguy,1122.0,68.75260899999999,33.145954,russian federation,60.0,100.0
458,shonguy,Shonguy,1122.0,68.75260899999999,33.145954,russia,60.0,100.0
459,takhtamygda,Takhtamygda,1125.0,54.1,123.566667,russian federation,60.0,100.0
460,takhtamygda,Takhtamygda,1125.0,54.1,123.566667,russia,60.0,100.0
461,tokur,Tokur,1126.0,53.13333299999999,132.9,russian federation,60.0,100.0
462,tokur,Tokur,1126.0,53.13333299999999,132.9,russia,60.0,100.0
463,ust-izhora,Ust-Izhora,1127.0,59.811944,30.581389,russian federation,60.0,100.0
464,ust-izhora,Ust-Izhora,1127.0,59.811944,30.581389,russia,60.0,100.0
465,shirokaya rechka,Shirokaya Rechka,1131.0,56.6694,60.4726,russian federation,60.0,100.0
466,shirokaya rechka,Shirokaya Rechka,1131.0,56.6694,60.4726,russia,60.0,100.0
467,solnechnoye,Solnechnoye,1136.0,60.149061,29.94279,russian federation,60.0,100.0
468,solnechnoye,Solnechnoye,1136.0,60.149061,29.94279,russia,60.0,100.0
469,udarnyy,Udarnyy,1142.0,44.349167,42.505278,russian federation,60.0,100.0
470,udarnyy,Udarnyy,1142.0,44.349167,42.505278,russia,60.0,100.0
471,kobrinskoye,Kobrinskoye,1158.0,59.4225,30.123889,russian federation,60.0,100.0
472,kobrinskoye,Kobrinskoye,1158.0,59.4225,30.123889,russia,60.0,100.0
473,aleksandrovskaya,Aleksandrovskaya,1159.0,59.730833,30.332222,russian federation,60.0,100.0
474,aleksandrovskaya,Aleksandrovskaya,1159.0,59.730833,30.332222,russia,60.0,100.0
475,cheremshanka,Cheremshanka,1161.0,56.119202,60.268036,russian federation,60.0,100.0
476,cheremshanka,Cheremshanka,1161.0,56.119202,60.268036,russia,60.0,100.0
477,kadaya,Kadaya,1167.0,50.9327,119.2911,russian federation,60.0,100.0
478,kadaya,Kadaya,1167.0,50.9327,119.2911,russia,60.0,100.0
479,dzheyrakh,Dzheyrakh,1174.0,42.820425,44.681389,russian federation,60.0,100.0
480,dzheyrakh,Dzheyrakh,1174.0,42.820425,44.681389,russia,60.0,100.0
481,priiskovyy,Priiskovyy,1174.0,54.656111,88.68722199999999,russian federation,60.0,100.0
482,priiskovyy,Priiskovyy,1174.0,54.656111,88.68722199999999,russia,60.0,100.0
483,shebunino,Shebunino,1177.0,46.433889,141.860278,russian federation,60.0,100.0
484,shebunino,Shebunino,1177.0,46.433889,141.860278,russia,60.0,100.0
485,ekimchan,Ekimchan,1177.0,53.066667,132.966667,russian federation,60.0,100.0
486,ekimchan,Ekimchan,1177.0,53.066667,132.966667,russia,60.0,100.0
487,veletma,Veletma,1178.0,55.334722,42.421389000000005,russian federation,60.0,100.0
488,veletma,Veletma,1178.0,55.334722,42.421389000000005,russia,60.0,100.0
489,krasnyy oktyabr,Krasnyy Oktyabr,1189.0,56.10346800000001,41.383949,russian federation,60.0,100.0
490,krasnyy oktyabr,Krasnyy Oktyabr,1189.0,56.10346800000001,41.383949,russia,60.0,100.0
491,zarya,Zarya,1194.0,60.0077,48.029571,russian federation,60.0,100.0
492,zarya,Zarya,1194.0,60.0077,48.029571,russia,60.0,100.0
493,dukat,Dukat,1194.0,62.55,155.55,russian federation,60.0,100.0
494,dukat,Dukat,1194.0,62.55,155.55,russia,60.0,100.0
495,asbestovskiy,Asbestovskiy,1209.0,57.755742000000005,61.396717,russian federation,60.0,100.0
496,asbestovskiy,Asbestovskiy,1209.0,57.755742000000005,61.396717,russia,60.0,100.0
497,lebedinyy,Lebedinyy,1213.0,58.483333,125.516667,russian federation,60.0,100.0
498,lebedinyy,Lebedinyy,1213.0,58.483333,125.516667,russia,60.0,100.0
499,puteyets,Puteyets,1223.0,65.17156999999999,57.091014,russian federation,60.0,100.0
500,puteyets,Puteyets,1223.0,65.17156999999999,57.091014,russia,60.0,100.0
501,sarany,Sarany,1224.0,58.533333,58.766667000000005,russian federation,60.0,100.0
502,sarany,Sarany,1224.0,58.533333,58.766667000000005,russia,60.0,100.0
503,oktyabrskiy,Oktyabrskiy,1228.0,57.134034,40.325247,russian federation,60.0,100.0
504,oktyabrskiy,Oktyabrskiy,1228.0,57.134034,40.325247,russia,60.0,100.0
505,solnechnyy,Solnechnyy,1230.0,60.416667,137.5,russian federation,60.0,100.0
506,solnechnyy,Solnechnyy,1230.0,60.416667,137.5,russia,60.0,100.0
507,lavrentiya,Lavrentiya,1242.0,65.583333,-171.0,russian federation,60.0,100.0
508,lavrentiya,Lavrentiya,1242.0,65.583333,-171.0,russia,60.0,100.0
509,kholodnyy,Kholodnyy,1247.0,62.716667,147.95,russian federation,60.0,100.0
510,kholodnyy,Kholodnyy,1247.0,62.716667,147.95,russia,60.0,100.0
511,markovo,Markovo,1253.0,56.683263,40.300369,russian federation,60.0,100.0
512,markovo,Markovo,1253.0,56.683263,40.300369,russia,60.0,100.0
513,khanino,Khanino,1256.0,54.211002,36.622923,russian federation,60.0,100.0
514,khanino,Khanino,1256.0,54.211002,36.622923,russia,60.0,100.0
515,imeni zhelyabova,Imeni Zhelyabova,1261.0,58.9544,36.5956,russian federation,60.0,100.0
516,imeni zhelyabova,Imeni Zhelyabova,1261.0,58.9544,36.5956,russia,60.0,100.0
517,akkermanovka,Akkermanovka,1264.0,51.193755,58.212224,russian federation,60.0,100.0
518,akkermanovka,Akkermanovka,1264.0,51.193755,58.212224,russia,60.0,100.0
519,leonidovo,Leonidovo,1283.0,49.283333,142.866667,russian federation,60.0,100.0
520,leonidovo,Leonidovo,1283.0,49.283333,142.866667,russia,60.0,100.0
521,popova,Popova,1285.0,42.960278,131.722778,russian federation,60.0,100.0
522,popova,Popova,1285.0,42.960278,131.722778,russia,60.0,100.0
523,ayan,Ayan,1286.0,56.45,138.166667,russian federation,60.0,100.0
524,ayan,Ayan,1286.0,56.45,138.166667,russia,60.0,100.0
525,snezhnogorsk,Snezhnogorsk,1286.0,68.093056,87.74,russian federation,60.0,100.0
526,snezhnogorsk,Snezhnogorsk,1286.0,68.093056,87.74,russia,60.0,100.0
527,londoko,Londoko,1298.0,49.033333,131.98333300000002,russian federation,60.0,100.0
528,londoko,Londoko,1298.0,49.033333,131.98333300000002,russia,60.0,100.0
529,chumikan,Chumikan,1305.0,54.718333,135.315,russian federation,60.0,100.0
530,chumikan,Chumikan,1305.0,54.718333,135.315,russia,60.0,100.0
531,mazulskiy,Mazulskiy,1305.0,56.2042,90.3504,russian federation,60.0,100.0
532,mazulskiy,Mazulskiy,1305.0,56.2042,90.3504,russia,60.0,100.0
533,vasilsursk,Vasilsursk,1307.0,56.131395,46.015997,russian federation,60.0,100.0
534,vasilsursk,Vasilsursk,1307.0,56.131395,46.015997,russia,60.0,100.0
535,izumrud,Izumrud,1307.0,56.9701,61.4597,russian federation,60.0,100.0
536,izumrud,Izumrud,1307.0,56.9701,61.4597,russia,60.0,100.0
537,petro-slavyanka,Petro-Slavyanka,1308.0,59.802222,30.506944,russian federation,60.0,100.0
538,petro-slavyanka,Petro-Slavyanka,1308.0,59.802222,30.506944,russia,60.0,100.0
539,zyuzelskiy,Zyuzelskiy,1311.0,56.4856,60.1331,russian federation,60.0,100.0
540,zyuzelskiy,Zyuzelskiy,1311.0,56.4856,60.1331,russia,60.0,100.0
541,parma,Parma,1319.0,65.950714,57.46847,russian federation,60.0,100.0
542,parma,Parma,1319.0,65.950714,57.46847,russia,60.0,100.0
543,sitniki,Sitniki,1321.0,56.455286,44.066577,russian federation,60.0,100.0
544,sitniki,Sitniki,1321.0,56.455286,44.066577,russia,60.0,100.0
545,tungor,Tungor,1322.0,53.380833,142.956389,russian federation,60.0,100.0
546,tungor,Tungor,1322.0,53.380833,142.956389,russia,60.0,100.0
547,selishche,Selishche,1328.0,56.887937,33.26914,russian federation,60.0,100.0
548,selishche,Selishche,1328.0,56.887937,33.26914,russia,60.0,100.0
549,zarechnyy,Zarechnyy,1335.0,57.469313,42.284308,russian federation,60.0,100.0
550,zarechnyy,Zarechnyy,1335.0,57.469313,42.284308,russia,60.0,100.0
551,zaplyusye,Zaplyusye,1354.0,58.437795,29.73356,russian federation,60.0,100.0
552,zaplyusye,Zaplyusye,1354.0,58.437795,29.73356,russia,60.0,100.0
553,sapernyy,Sapërnyy,1371.0,59.776111,30.661389,russian federation,60.0,100.0
554,sapernyy,Sapërnyy,1371.0,59.776111,30.661389,russia,60.0,100.0
555,tubinskiy,Tubinskiy,1388.0,52.88916700000001,58.2225,russian federation,60.0,100.0
556,tubinskiy,Tubinskiy,1388.0,52.88916700000001,58.2225,russia,60.0,100.0
557,verkhoyansk,Verkhoyansk,1388.0,67.544722,133.385,russian federation,60.0,100.0
558,verkhoyansk,Verkhoyansk,1388.0,67.544722,133.385,russia,60.0,100.0
559,svetlogorsk,Svetlogorsk,1398.0,66.916667,88.35,russian federation,60.0,100.0
560,svetlogorsk,Svetlogorsk,1398.0,66.916667,88.35,russia,60.0,100.0
561,kharitonovo,Kharitonovo,1402.0,61.400924,47.497792,russian federation,60.0,100.0
562,kharitonovo,Kharitonovo,1402.0,61.400924,47.497792,russia,60.0,100.0
563,zadonye,Zadonye,1410.0,54.005542000000005,38.395322,russian federation,60.0,100.0
564,zadonye,Zadonye,1410.0,54.005542000000005,38.395322,russia,60.0,100.0
565,arman,Arman,1411.0,59.7,150.166667,russian federation,60.0,100.0
566,arman,Arman,1411.0,59.7,150.166667,russia,60.0,100.0
567,tayginka,Tayginka,1413.0,55.6244,60.5076,russian federation,60.0,100.0
568,tayginka,Tayginka,1413.0,55.6244,60.5076,russia,60.0,100.0
569,vidim,Vidim,1415.0,56.3816,103.1,russian federation,60.0,100.0
570,vidim,Vidim,1415.0,56.3816,103.1,russia,60.0,100.0
571,kuzino,Kuzino,1423.0,59.776647,38.3104,russian federation,60.0,100.0
572,kuzino,Kuzino,1423.0,59.776647,38.3104,russia,60.0,100.0
573,ileza,Ileza,1430.0,61.053284,43.900208,russian federation,60.0,100.0
574,ileza,Ileza,1430.0,61.053284,43.900208,russia,60.0,100.0
575,bayangol,Bayangol,1432.0,50.6977,103.4656,russian federation,60.0,100.0
576,bayangol,Bayangol,1432.0,50.6977,103.4656,russia,60.0,100.0
577,irsha,Irsha,1436.0,55.9273,94.7999,russian federation,60.0,100.0
578,irsha,Irsha,1436.0,55.9273,94.7999,russia,60.0,100.0
579,zavodouspenskoye,Zavodouspenskoye,1441.0,56.862565,65.01553299999999,russian federation,60.0,100.0
580,zavodouspenskoye,Zavodouspenskoye,1441.0,56.862565,65.01553299999999,russia,60.0,100.0
581,yemtsa,Yemtsa,1441.0,63.07336899999999,40.332851,russian federation,60.0,100.0
582,yemtsa,Yemtsa,1441.0,63.07336899999999,40.332851,russia,60.0,100.0
583,krasnyy luch,Krasnyy Luch,1452.0,57.066761,30.090317,russian federation,60.0,100.0
584,krasnyy luch,Krasnyy Luch,1452.0,57.066761,30.090317,russia,60.0,100.0
585,dulyapino,Dulyapino,1456.0,57.257831,40.814715,russian federation,60.0,100.0
586,dulyapino,Dulyapino,1456.0,57.257831,40.814715,russia,60.0,100.0
587,korsakovo,Korsakovo,1465.0,53.267665,37.35689,russian federation,60.0,100.0
588,korsakovo,Korsakovo,1465.0,53.267665,37.35689,russia,60.0,100.0
589,krasnyy profintern,Krasnyy Profintern,1468.0,57.74459399999999,40.435015,russian federation,60.0,100.0
590,krasnyy profintern,Krasnyy Profintern,1468.0,57.74459399999999,40.435015,russia,60.0,100.0
591,vedeno,Vedeno,1472.0,42.96892,46.09611,russian federation,60.0,100.0
592,vedeno,Vedeno,1472.0,42.96892,46.09611,russia,60.0,100.0
593,turka,Turka,1472.0,52.9492,108.2217,russian federation,60.0,100.0
594,turka,Turka,1472.0,52.9492,108.2217,russia,60.0,100.0
595,belorechensk,Belorechensk,1473.0,58.772505,52.293567,russian federation,60.0,100.0
596,belorechensk,Belorechensk,1473.0,58.772505,52.293567,russia,60.0,100.0
597,medveditskiy,Medveditskiy,1475.0,50.785214,44.71287,russian federation,60.0,100.0
598,medveditskiy,Medveditskiy,1475.0,50.785214,44.71287,russia,60.0,100.0
599,boshnyakovo,Boshnyakovo,1491.0,49.633333,142.166667,russian federation,60.0,100.0
